treatment,outcome,id
0,5.552623052644938,310
1,2.6495846917307695,311
1,2.9969255108556254,312
0,4.416435847539752,313
0,4.742525061692759,314
0,4.474336249610028,315
1,4.827515756743531,316
1,4.320641446995747,317
1,3.9322168491223155,318
1,4.519404425780629,319
1,5.262083858164086,320
0,1.2710114548376081,321
1,5.461701960793927,322
0,3.9377264238529093,323
0,3.565300951968642,324
0,3.76179190558594,325
0,4.606694714083936,326
1,3.9754323950631676,327
0,4.227521780800784,328
1,3.3842393256942604,329
1,5.296613198262683,330
0,3.9107770878351653,331
1,4.993685625438482,332
0,3.255348654089807,333
0,3.0131134553050622,334
0,3.8324434407189885,335
0,3.390030660655933,336
0,5.695733026099978,337
1,7.087854220709781,338
1,5.376637642945376,339
0,2.8111341716893827,340
0,3.9002160468575386,341
1,4.157694494062858,342
0,5.021254546722598,343
1,5.752384103639389,344
1,2.333226904952863,345
1,4.614899626462531,346
1,3.5409573162212147,347
1,5.363599200036988,348
1,5.035871900426754,349
0,3.3291648001148566,350
0,3.3207393671167775,351
1,4.107186326269476,352
1,4.969060990592858,353
0,4.070525451826932,354
1,2.9073491724683045,355
0,4.141130910573655,356
0,4.463295515914431,357
0,4.28919916074956,358
0,3.548529562382392,359
0,2.816384307222919,360
0,5.88335448073168,361
1,4.727428587347242,362
1,5.09931661345512,363
1,4.322684739359445,364
0,3.088846006238682,365
0,3.419271486777012,366
1,3.113265284500266,367
1,2.3971819949089803,368
1,5.64850540050049,369
0,4.338264184039776,370
1,4.55909649617072,371
0,3.012766254300521,372
0,3.4921846645084833,373
1,4.969696237876772,374
1,4.71930191113477,375
0,5.166844784671268,376
0,5.321385811608666,377
0,2.4045992139283356,378
0,4.376098994818281,379
1,3.6567633527997288,380
1,3.5825952181302503,381
1,4.680175216056718,382
0,3.753921750852105,383
0,3.989204646660371,384
0,4.412976099339798,385
1,5.6282094225715555,386
1,4.957360699470403,387
1,4.528098019912798,388
0,4.434266113694041,389
1,3.5166196825352323,390
0,4.102665916161581,391
0,3.576403454863197,392
1,4.251703597784495,393
0,2.800225062847647,394
1,4.916625143109209,395
0,4.9945353581380445,396
1,5.339894167649707,397
1,3.66212521768112,398
1,4.302019633673887,399
1,3.2232105563790787,400
0,4.645660235491653,401
1,3.3095905811178827,402
0,4.574551638483502,403
0,3.070863621134833,404
1,5.775735675717884,405
0,3.7633553045228556,406
0,2.9465273883581746,407
0,2.9366123032049556,408
0,5.552516064200176,409
0,3.9990484937755673,410
0,5.1065669931592215,411
0,4.978680094409989,412
0,3.6029090857010138,413
0,3.087650409863699,414
0,4.524918158389123,415
1,4.0742308451666345,416
1,5.20993899382338,417
1,8.031672435600964,418
1,5.566150024974161,419
1,2.9916207088162774,420
1,3.370850753240841,421
0,3.2585036136867824,422
0,3.773896859690763,423
0,3.1072734377433573,424
1,3.5541860094354405,425
0,3.958712159260994,426
1,5.389115292784928,427
1,7.08560677342671,428
0,4.998153659583555,429
1,4.646792674397812,430
0,2.4046432337477066,431
0,4.894138450967192,432
0,4.4740264748582055,433
1,5.553987022371257,434
0,2.1505677871071773,435
1,5.289627844502051,436
0,5.483535543024731,437
1,3.38134790547847,438
0,4.413177407883731,439
1,3.553484014766717,440
0,4.198867575954013,441
0,2.4285428179045034,442
1,3.0731412531837634,443
0,3.3305395361858143,444
0,4.677604930258687,445
0,4.2108214515275675,446
1,4.898665639381876,447
0,4.286873999847983,448
1,3.3534644050351616,449
0,5.050569570832013,450
0,4.212312574903964,451
0,4.819771034194967,452
0,4.370608450649204,453
0,4.16038531283357,454
0,4.759548213105654,455
1,4.7947093198744035,456
1,5.026949496672012,457
0,4.244801299744251,458
1,4.649543913108851,459
0,4.541966193158076,460
0,5.19716872379812,461
1,3.5216076265872958,462
0,4.159694051182675,463
1,5.0146124252888455,464
1,4.993162829007702,465
1,4.7080816327319,466
0,3.7168973970148445,467
0,3.2574140992704668,468
1,4.73826141936095,469
1,2.6658912317703516,470
1,4.067456868574757,471
0,3.456343721635941,472
0,5.562102041719981,473
0,2.863822823006296,474
0,3.4368906656484746,475
1,4.763994884205989,476
0,3.7730846871144945,477
0,3.727796695470873,478
1,3.8866944414261493,479
0,2.5962901151596736,480
1,4.575142728611009,481
0,4.346030368380926,482
0,2.9933180413197054,483
1,5.5140768228185015,484
0,5.244871925646479,485
0,3.1781435874498043,486
1,4.664789384489888,487
1,2.516688428643256,488
1,3.7589139811366588,489
1,4.75111881360889,490
0,4.8414039536896665,491
0,3.187659551369699,492
1,4.751018815752238,493
0,3.446352770151671,494
0,3.7773055684669052,495
1,3.9389023915299917,496
1,7.010120956990782,497
0,3.289266248574072,498
0,4.647556830996797,499
0,5.526288312318165,500
0,6.039103876461439,501
1,4.0228617575848435,502
1,5.901699391578503,503
1,5.266750877440256,504
0,3.8257170471836486,505
0,3.1664308868334334,506
0,4.076879905089046,507
1,5.476506628705492,508
0,3.9031262057860294,509
0,4.481280186138941,510
1,4.591172837164592,511
1,4.314688071972497,512
1,5.5284691575349285,513
0,3.876242678202849,514
1,2.8502183964544434,515
1,5.181029902635195,516
0,3.463488330883686,517
0,4.8497660514622885,518
0,3.8898856121050116,519
0,5.503348915260029,520
0,4.668805208259293,521
1,2.7038261402739865,522
0,3.4963688126229706,523
1,3.735412702654594,524
1,4.969823773038111,525
1,4.7200651386176355,526
1,4.172229925180491,527
1,3.4924958044851264,528
0,3.0455298276652067,529
0,4.101468061765198,530
0,3.384642681461725,531
1,4.964662580557276,532
0,3.26927259489942,533
0,6.46231399653943,534
0,4.6417683263640885,535
1,3.142041651537741,536
1,4.906085437808753,537
0,4.196385567900188,538
0,2.118550629356769,539
0,3.9003137741623632,540
1,4.452319848004521,541
1,3.1182064968506937,542
0,4.00353160276172,543
0,5.348452243106913,544
0,2.8448339114803236,545
1,5.4939907416359866,546
0,4.824212630840694,547
0,4.444063532195935,548
1,6.3125554217110755,549
0,4.925339089357621,550
1,3.1803553651120438,551
1,3.5407705025348744,552
1,4.227594343452143,553
0,5.010514411602347,554
1,4.223027970089682,555
1,4.48413234043637,556
0,3.377127522881071,557
1,2.2348002457532634,558
0,3.4830026402055823,559
1,3.274030786891193,560
0,3.3817474028330876,561
1,3.6269989724236864,562
1,4.544455104820713,563
0,2.6493318212207577,564
1,5.338105136711643,565
0,4.804529280318068,566
1,4.501007181153144,567
1,7.056526381185964,568
0,4.802354002346919,569
1,5.165158741221043,570
0,2.365907564829598,571
1,3.8345332170735373,572
0,2.013877902136242,573
1,4.360159469001783,574
0,2.1761083788236157,575
0,4.4719436144244735,576
1,3.561410212843115,577
1,4.177723043067085,578
0,4.852828862159873,579
0,3.66401342002033,580
1,5.446835026536901,581
1,4.932646425118402,582
1,4.6487359231053365,583
1,5.9743571148643255,584
1,7.66168105333948,585
1,5.266957949271964,586
1,4.023369075477833,587
1,4.559305538493897,588
1,4.075717123969918,589
1,3.0382459665649124,590
1,4.875117901981359,591
1,3.6756059921937485,592
1,3.277552570878205,593
1,4.102997520320891,594
0,3.7367414303409094,595
0,4.852070571028343,596
1,4.465941688511344,597
1,3.801099954029625,598
1,4.157356992008505,599
0,3.452049352357146,600
1,5.636981847692823,601
1,4.644592044731642,602
1,4.813064150653153,603
1,3.682651586043598,604
0,5.716325038197177,605
0,3.699869676832335,606
1,4.623839305221657,607
0,3.569646676870202,608
0,2.0994233259613138,609
1,3.1666458685152836,610
0,1.2365924067944278,611
1,3.642501122034507,612
1,3.594444653095052,613
0,4.361886812660118,614
0,3.6693522486686327,615
0,1.96815958858034,616
0,2.5582981094132977,617
1,6.701674782608781,618
1,4.178163965643313,619
0,5.426399271301646,620
1,3.055069840496369,621
1,5.643870720148032,622
0,3.3458418100755387,623
0,4.241053248413334,624
0,5.8147833277574215,625
0,3.5043688675155082,626
1,1.830882611775329,627
1,4.405269735400355,628
1,5.018313312554536,629
1,6.098757529519904,630
0,3.98022387901802,631
1,5.733349807137081,632
1,2.355771169029337,633
0,4.506071470899192,634
0,3.8994739831549268,635
0,5.786747368181349,636
0,3.265086922804703,637
1,5.254699996664604,638
0,3.365102387875422,639
0,3.1339142272767364,640
1,6.074370602059993,641
0,3.265719969510364,642
1,5.017317566102976,643
1,3.2137844640484006,644
0,3.207119954835785,645
0,2.550255262753833,646
0,4.576853639457614,647
1,6.00106300505211,648
1,4.184514565182459,649
1,3.5066205680136946,650
1,5.7949297555134365,651
0,5.228874882296716,652
1,3.946380160040769,653
0,4.915645700054849,654
1,5.043845476146874,655
0,4.9915241856837165,656
0,6.038040318530986,657
1,3.79078649712426,658
1,6.3600562381661145,659
1,3.886879335814828,660
1,5.851226968867427,661
1,5.771353000724341,662
1,3.6454860132862446,663
0,4.032244921341912,664
0,4.499024763724724,665
0,4.491683574273561,666
1,4.478376164172748,667
0,4.7133029397498,668
1,3.914581511315727,669
0,5.19864293472785,670
1,1.8328583236281744,671
0,4.3411282724178655,672
1,4.014095651455849,673
1,5.83433346354496,674
1,3.8272853394246074,675
0,3.7885346505382893,676
0,4.4168442521176825,677
1,4.412269229696793,678
0,4.116540105460391,679
1,5.34827194898823,680
1,3.3667008409390062,681
0,4.91905881093464,682
1,3.7686517059795,683
1,4.9474545856599805,684
0,3.663663969752214,685
0,4.123796246789113,686
1,4.950743779486164,687
1,4.584104774354873,688
1,4.4776209191270295,689
1,3.954787153223989,690
0,3.0157365683306168,691
0,3.29074397770162,692
1,4.538790162982956,693
1,5.325846140732694,694
0,4.250346692912859,695
1,4.594529511016333,696
0,2.1640597623339244,697
1,3.320413071858656,698
0,3.4357414338557626,699
1,5.091150022330782,700
1,5.255282498349335,701
0,4.305036311575049,702
1,4.695129288055362,703
0,4.125809464059543,704
1,4.328315660332154,705
1,3.65440152466613,706
1,5.389180664724354,707
0,4.151571819511307,708
0,2.137997944140735,709
0,3.590620817004954,710
1,4.164772335753666,711
0,3.272155503061728,712
0,4.9800841759644285,713
0,3.277987758703037,714
0,5.527885152616179,715
1,4.086883990093422,716
0,4.76057786699314,717
1,5.121730622088913,718
1,3.2617676326481946,719
0,5.612751572474983,720
0,3.2999200829729736,721
1,4.6152355624248935,722
0,3.2917097316535564,723
1,4.348546499166757,724
1,5.724804529250761,725
0,3.951702510580772,726
1,4.602880793167489,727
0,3.7444126214756053,728
0,3.2413225965047685,729
0,2.7263249660044746,730
1,5.286266877526757,731
1,5.184311712257727,732
1,5.161633997373803,733
0,3.2222761696102067,734
1,5.603142607611476,735
0,2.2215843564933344,736
0,4.590964162898384,737
1,5.317898674468149,738
1,5.2817362551190525,739
0,5.233473188978936,740
1,6.615721132328337,741
0,6.39148433897334,742
0,2.288360098776911,743
0,5.148924901892418,744
1,4.971266169342885,745
0,3.2410977161412844,746
0,5.738359840602088,747
0,2.9792121173534536,748
1,4.287800517877863,749
0,3.69766409547409,750
1,3.0073228865351798,751
1,4.4245378338101755,752
1,4.072329242996535,753
1,5.121511993018311,754
1,4.130705867982227,755
0,3.8194137921334694,756
0,4.739386854514526,757
1,4.766120680731029,758
1,4.1624702288873525,759
1,4.150325739788685,760
0,4.655067557936823,761
1,3.193030963943361,762
1,4.332620158222449,763
1,4.22652602387546,764
1,5.343349542133079,765
0,2.6725269516146075,766
0,3.6138512073481364,767
0,3.446915450179482,768
1,4.346206866021238,769
1,5.017238589774433,770
0,3.551171302823502,771
0,5.540476011124348,772
1,4.906221845366997,773
1,4.096932312555629,774
1,5.134426547959892,775
1,3.264304756364835,776
0,3.9233463651756404,777
1,5.983187442293298,778
1,4.064312933658316,779
1,3.9932639200746647,780
1,3.8638953250752337,781
1,3.541684128362434,782
0,4.848018278521911,783
1,4.9415531804723205,784
1,4.734084610361213,785
0,3.2273211897242473,786
0,3.891032012523215,787
1,5.3910864259936835,788
0,3.049401918752281,789
1,5.680179719463337,790
1,5.107770464501446,791
1,3.420132894092321,792
0,3.4492262768654918,793
0,5.455166935411066,794
0,3.208886731514605,795
1,4.3671528268188355,796
1,2.6237477419311848,797
1,5.03750760792766,798
1,4.31404448209024,799
1,4.292386589645524,800
1,4.904695042832667,801
0,3.737656973327227,802
0,4.552308528275296,803
0,4.288624696006,804
1,4.377358985081601,805
1,4.573271199371081,806
0,5.614202480571614,807
0,3.9030653286901402,808
0,4.126573973816203,809
0,3.1280531454746234,810
1,5.39789529239406,811
0,4.50613442892973,812
0,3.325152501026201,813
1,3.5954193980968143,814
0,3.230672047621124,815
0,3.030049123601473,816
1,5.112403196788239,817
1,5.20632832182107,818
0,5.153662214236314,819
1,4.1777208981136695,820
0,2.7342361566090845,821
0,2.935767006004877,822
0,5.75759120889928,823
0,4.921042641867325,824
0,4.234861890696351,825
1,3.4919208991855557,826
1,4.5764657196171115,827
1,2.15410127020023,828
0,3.813951833150183,829
0,4.087360197207398,830
0,4.604777936080677,831
1,4.265373187383241,832
1,3.3818267495640995,833
0,2.530399860769303,834
1,3.3013697233203905,835
1,4.207716128052053,836
1,5.6156755826129325,837
0,5.612325847839844,838
0,5.254057600486693,839
0,3.1524790739473065,840
1,4.30720150501129,841
0,4.132996312695734,842
1,3.946020902246704,843
1,3.4512851203724573,844
0,4.77479590582423,845
0,4.241029083521919,846
1,4.354576257209749,847
0,1.1084157250887987,848
0,3.854624654774633,849
0,5.213617361725114,850
0,4.096068205368389,851
1,4.592205633308981,852
0,3.0953635668758883,853
0,4.0121332501370865,854
1,5.222664249871853,855
0,3.641571586884331,856
0,4.054415399629618,857
0,4.131174552015967,858
0,5.381418932332491,859
1,5.616553989830857,860
0,5.4455060443233165,861
0,3.8452993229873056,862
0,3.0788867697004103,863
0,2.73392084419566,864
0,5.789442661423452,865
1,4.273621402542579,866
0,2.755214580895545,867
0,4.442536399533152,868
1,4.569028739103349,869
1,6.7439983350727095,870
0,4.177308012614349,871
1,5.224990223745441,872
1,5.844004998181721,873
1,4.766862618808298,874
1,2.5831674175879082,875
0,5.048407685080784,876
0,4.543828144486934,877
1,6.2045076631686555,878
0,3.0066247355917763,879
1,3.989895108996869,880
0,4.8969732822719685,881
1,3.1541313389352053,882
1,4.848411338792068,883
0,5.214477131741358,884
0,4.694510089520636,885
0,3.4822235356013103,886
1,4.537402376631421,887
0,4.2131694960081845,888
0,5.58338970994749,889
0,2.0950083582095385,890
0,2.813188579177618,891
0,4.306935248890074,892
0,4.791386786876194,893
0,5.104803412380944,894
0,4.9515014623660525,895
1,4.391140194386543,896
1,3.3514717166178594,897
1,6.568216023538955,898
1,4.424020865998561,899
0,3.157438878992347,900
0,4.318595518489532,901
0,4.897849312344219,902
1,4.819821927139045,903
1,4.653138698831583,904
1,4.640769294360583,905
0,4.271975501053257,906
0,4.482780812390016,907
1,4.021948793099607,908
1,4.940091237681957,909
1,4.049554902963695,910
0,4.545855467462519,911
1,4.554087474680167,912
1,3.701019454942094,913
0,4.655602392002775,914
0,3.5589222809915286,915
0,3.4564959966111823,916
0,3.4635604127131137,917
0,2.827919099441556,918
0,3.71148994240433,919
0,4.501687203496338,920
1,5.785542335345786,921
0,3.522633117933239,922
1,5.978994325880939,923
1,4.253115784269024,924
1,6.187513812539419,925
0,4.920244810495843,926
1,3.4140671518510466,927
1,4.651249624200899,928
0,5.054747516986208,929
0,5.007306073350663,930
1,4.145207430599316,931
0,6.567670526783827,932
0,4.3928471321176445,933
0,4.789772573340363,934
0,4.3850589570747545,935
1,4.191466836867572,936
0,3.9992529907727374,937
0,4.119423061711782,938
1,5.343984513810477,939
1,3.1115339606903056,940
1,5.467774822592202,941
0,3.982083230764181,942
1,5.110066637220496,943
1,2.922255386099806,944
0,4.985031415670993,945
1,4.274572506709359,946
1,5.077550967393571,947
0,2.7939193601609853,948
1,5.522191686847901,949
1,6.543931081368562,950
1,5.29451572138376,951
1,5.232700555773052,952
0,5.04371409661617,953
1,4.200667867902132,954
0,3.7941549026886943,955
0,4.145216317578653,956
1,6.227432961637609,957
1,5.099104373442434,958
0,2.4939361174844903,959
0,4.6759800029753285,960
0,3.769989928099244,961
1,2.9583776433711892,962
0,3.5053436508502918,963
1,4.6038690802996305,964
1,6.4043535249345,965
1,4.674068709241578,966
0,3.2313435780853834,967
0,5.2625644517650345,968
1,5.282869535058254,969
0,2.4453487019217053,970
0,4.096894441625108,971
0,4.907921166461179,972
0,4.471191483861522,973
1,5.151376284175432,974
1,2.965614521452231,975
1,4.015595227875038,976
1,3.798545303054521,977
1,6.151676674859206,978
1,3.9054527356434585,979
0,4.68051644395076,980
0,5.539687831815903,981
1,4.052896255668488,982
0,3.765887344072511,983
0,3.26042282676421,984
0,5.058282062778011,985
0,2.1535572553441593,986
1,3.61257574684109,987
1,3.8345252710845203,988
1,4.176265576009563,989
0,4.135134899768846,990
0,4.234871696814372,991
1,4.532009004838799,992
0,4.509711724249628,993
0,5.903412625382435,994
0,5.130085250457874,995
0,2.8600404319946993,996
1,5.202387716224064,997
1,3.124969786461509,998
1,4.882734564027691,999
